BRANCHCODE;BRANCHINFO;INSTITUTIONNAME;PHYSICALADDRESS;COUNTRYNAME;SWIFTCODE;CITYNAME
101279;ULUNDI;NEDBANK;ONDINI PLAZA, SHOP B2A,;SOUTH AFRICA;NEDSZAJJ;ULUNDI
101284;RANDBURG CSC;NEDBANK;SHOP 326, RANDBURG SQUARE;SOUTH AFRICA;NEDSZAJJ;RANDBURG CSC
101283;ALEXANDRA CSC;NEDBANK;PAN AFRICA, CNR WATT & 3RD STREET;SOUTH AFRICA;NEDSZAJJ;ALEXANDRA CSC
101280;LONGMARKET STREET PMB CSC;NEDBANK;145 COMMERCIAL ROAD;SOUTH AFRICA;NEDSZAJJ;LONGMARKET STREET PMB CSC
101236;PROFESSIONAL BUSINESS;NEDBANK;NEDBANK, 135 RIVONIA RD, H BLOCK, 5TH FLOOR;SOUTH AFRICA;NEDSZAJJ;PROFESSIONAL BUSINESS
101238;LADYSMITH;NEDBANK;249 MURCHISON STREET;SOUTH AFRICA;NEDSZAJJ;LADYSMITH
101234;SBV NEWCASTLE;NEDBANK;2ND FLOOR CROSSINGS CENTRE C/O;SOUTH AFRICA;NEDSZAJJ;SBV NEWCASTLE
101222;BOXER WEST STREET;NEDBANK;BOXER WEST STREET;SOUTH AFRICA;NEDSZAJJ;BOXER WEST STREET
101225;NEDBANK KWA GUQA;NEDBANK;SHOP 28, KWA GUQA CENTRE, KWAUQ EXT 15;SOUTH AFRICA;NEDSZAJJ;NEDBANK KWA GUQA
101221;ST GEORGES MALL CSC;NEDBANK;SHOP 3, SHELL HOUSE, 32 ST GEORGES MALL;SOUTH AFRICA;NEDSZAJJ;ST GEORGES MALL CSC
101223;ZEERUST;NEDBANK;38 CHURCH STREET;SOUTH AFRICA;NEDSZAJJ;ZEERUST
101210;PAROW CSC;NEDBANK;SHOP 122, UPPER LEVEL, PAROW CE;SOUTH AFRICA;NEDSZAJJ;PAROW CSC
101204;NEDBANK SS&A @ MOTIONS;NEDBANK;L2, 1 NEWTON AVENUE;SOUTH AFRICA;NEDSZAJJ;NEDBANK SS&A @ MOTIONS
101209;NEDBANK CLEARY PARK;NEDBANK;SHOP 68 LOWER LEVEL , CNR STANDFORD & NORMAN;SOUTH AFRICA;NEDSZAJJ;NEDBANK CLEARY PARK
101207;PNP CHATSWORTH;NEDBANK;PNP CHATWORTH;SOUTH AFRICA;NEDSZAJJ;PNP CHATSWORTH
101205;RRB RICHARDS BAY;NEDBANK;MIBO PLAZA , 12 HAITI HIVE;SOUTH AFRICA;NEDSZAJJ;RRB RICHARDS BAY
101212;SONATA LANE MITCHELLS PLAIN;NEDBANK;SHOP 1B, SONATA LANE CENTRE, SONATA LANE;SOUTH AFRICA;NEDSZAJJ;SONATA LANE MITCHELLS PLAIN
101214;PROMENADE M/P CSC WC;NEDBANK;SHOP 4, PROMENADE MALL SHOPPING;SOUTH AFRICA;NEDSZAJJ;PROMENADE M/P CSC WC
101211;NEDBANK BELLVILLE CSC;NEDBANK;46 VOORTREKKER ROAD;SOUTH AFRICA;NEDSZAJJ;NEDBANK BELLVILLE CSC
101213;VANGATE MALL CSC;NEDBANK;SHOP 1, MARRAKECH, VANGATE CITY;SOUTH AFRICA;NEDSZAJJ;VANGATE MALL CSC
101203;BOXER WILLOWVALE;NEDBANK;BOXER WILLOWVALE;SOUTH AFRICA;NEDSZAJJ;BOXER WILLOWVALE
101218;GOLDEN ACRE MALL CSC CT;NEDBANK;24 GRAND CENTRAL, 17 PARLIAMENT;SOUTH AFRICA;NEDSZAJJ;GOLDEN ACRE MALL CSC CT
101216;BRACKENFELL;NEDBANK;SHOP 72, BRACKENFELL CENTRE;SOUTH AFRICA;NEDSZAJJ;BRACKENFELL
101219;NEDBANK STELLENBOSCH;NEDBANK;MUTUAL BUILDING 38 BIRD STREET;SOUTH AFRICA;NEDSZAJJ;NEDBANK STELLENBOSCH
101215;WYNBERG;NEDBANK;105 MAIN STREET;SOUTH AFRICA;NEDSZAJJ;WYNBERG
101217;NEDBANK PAARL CSC;NEDBANK;76 LADY GREY STREET;SOUTH AFRICA;NEDSZAJJ;NEDBANK PAARL CSC
101317;NEDBANK CIRCUS TRIANGLE;NEDBANK;SHOP 6 CIRCUS TRIANGLE;SOUTH AFRICA;NEDSZAJJ;NEDBANK CIRCUS TRIANGLE
101334;BOXER PEDDIE;NEDBANK;BOXER PEDDIE MAIN ROAD;SOUTH AFRICA;NEDSZAJJ;BOXER PEDDIE
101380;NEDBANK ALEX MALL;NEDBANK;SHOP 25, ALEX MALL;SOUTH AFRICA;NEDSZAJJ;NEDBANK ALEX MALL
101383;G & D TIMES SQUARE;NEDBANK;CORNER TUCKER AVE & COROBA;SOUTH AFRICA;NEDSZAJJ;G & D TIMES SQUARE
101382;BOXER FOLWENI;NEDBANK;SBU MAGWANYANE DRIVE & NDABESIT;SOUTH AFRICA;NEDSZAJJ;BOXER FOLWENI
101378;HINTERLAND WINTERTON;NEDBANK;SPRINGFIELD ROAD;SOUTH AFRICA;NEDSZAJJ;HINTERLAND WINTERTON
101384;NEDBANK SANDTON;NEDBANK;SHOP BC 35 SANDTON CITY;SOUTH AFRICA;NEDSZAJJ;NEDBANK SANDTON
101379;BOXER PORT EDWARD;NEDBANK;LOT 970, MAIN ROAD;SOUTH AFRICA;NEDSZAJJ;BOXER PORT EDWARD
101338;BOXER INZINGOLWENI;NEDBANK;BOXER BUILDING OLD MAIN ROAD;SOUTH AFRICA;NEDSZAJJ;BOXER INZINGOLWENI
101354;SBV WELKOM;NEDBANK;115 WEST STREET BLOCK B;SOUTH AFRICA;NEDSZAJJ;SBV WELKOM
101358;NEDBANK BOXER MADADENI;NEDBANK;BOXER SUPERSTORE, MAD5 STREET;SOUTH AFRICA;NEDSZAJJ;NEDBANK BOXER MADADENI
101356;SBV MTHATHA;NEDBANK;115 WEST STREET BLOCK B;SOUTH AFRICA;NEDSZAJJ;SBV MTHATHA
101359;NEDBANK MALL @EMBA;NEDBANK;SHOP NOS. 29 & 30 CORNER MBALENHLE;SOUTH AFRICA;NEDSZAJJ;NEDBANK MALL @EMBA
101355;SBV BETHLEHEM;NEDBANK;115 WEST STREET BLOCK B;SOUTH AFRICA;NEDSZAJJ;SBV BETHLEHEM
101360;NEDBANK DAINFERN SQUARE;NEDBANK;SHOP 36, DAINFERN SQUARE;SOUTH AFRICA;NEDSZAJJ;NEDBANK DAINFERN SQUARE
101357;SBV SILVERTON;NEDBANK;115 WEST STREET BLOCK B;SOUTH AFRICA;NEDSZAJJ;SBV SILVERTON
101336;NEDBANK PIET RETIEF;NEDBANK;27 CHURCH STREET;SOUTH AFRICA;NEDSZAJJ;NEDBANK PIET RETIEF
101385;NEDBANK BOXER MITCHELLS PLAIN;NEDBANK;BOXER MITCHELLS PLAIN , 14 SYMPH;SOUTH AFRICA;NEDSZAJJ;NEDBANK BOXER MITCHELLS PLAIN
101387;NEDBANK SPRINGBOK;NEDBANK;SHOP 3 SPRINGBOK PLAZA;SOUTH AFRICA;NEDSZAJJ;NEDBANK SPRINGBOK
101390;BOXER SIBASA;NEDBANK;BOXER SIBASA ERF 36;SOUTH AFRICA;NEDSZAJJ;BOXER SIBASA
101386;NEDBANK BOXER ZEERUST;NEDBANK;BOXER SUPERSTORE;SOUTH AFRICA;NEDSZAJJ;NEDBANK BOXER ZEERUST
101391;BOXER LIBODE;NEDBANK;BOXER LIBODE MAIN ROAD;SOUTH AFRICA;NEDSZAJJ;BOXER LIBODE
101388;BOXER UMZUMBE THULENI;NEDBANK;CNR R102 AND SIPOFU ROAD;SOUTH AFRICA;NEDSZAJJ;BOXER UMZUMBE THULENI
101339;GAUTENG DIV ACQUISITION;NEDBANK;BLOCK I, UPPER GROUND FLOOR, PHASE 2,;SOUTH AFRICA;NEDSZAJJ;GAUTENG DIV ACQUISITION
101396;NEDBANK BOTHAVILLE;NEDBANK;21 PRESIDENT STREET;SOUTH AFRICA;NEDSZAJJ;NEDBANK BOTHAVILLE
101397;NEDBANK LANGEBAAN;NEDBANK;SHOP 7 & 8 LAGUNA MALL;SOUTH AFRICA;NEDSZAJJ;NEDBANK LANGEBAAN
101394;BOXER BHAMSHELA;NEDBANK;BOXER BHAMSHELA;SOUTH AFRICA;NEDSZAJJ;BOXER BHAMSHELA
101398;BOXER YEOVILLE;NEDBANK;BOXER STORE YEOVILLE;SOUTH AFRICA;NEDSZAJJ;BOXER YEOVILLE
101395;FIDELITY KOKSTAD;NEDBANK;43 GROOM STREET;SOUTH AFRICA;NEDSZAJJ;FIDELITY KOKSTAD
101337;MALL OF THE SOUTH;NEDBANK;CNR SWARTKOPPIES AND KLIPRIVER ROADS;SOUTH AFRICA;NEDSZAJJ;MALL OF THE SOUTH
101335;BOXER MOTHERWELL;NEDBANK;NGONYAMA STREET;SOUTH AFRICA;NEDSZAJJ;BOXER MOTHERWELL
101332;BULK PAYROLL SETTLEMENT;NEDBANK;16 CONSTANTIA BOULEVARD 3RD FLOOR;SOUTH AFRICA;NEDSZAJJ;BULK PAYROLL SETTLEMENT
101364;BOXER BOITUMELO;NEDBANK;CNR NKOANE ROAD AND A.PHAKATHI DRIVE;SOUTH AFRICA;NEDSZAJJ;BOXER BOITUMELO
101365;THE MALL OF AFRICA;NEDBANK;SBV SERVICES BASEMENT 001 MALL OF AFRICA;SOUTH AFRICA;NEDSZAJJ;THE MALL OF AFRICA
101362;NEDBANK MALL OF AFRICA;NEDBANK;SHOP 1042D, MALL OF AFRICA;SOUTH AFRICA;NEDSZAJJ;NEDBANK MALL OF AFRICA
101366;FCS GEORGE;NEDBANK;114 PEARL STREET;SOUTH AFRICA;NEDSZAJJ;FCS GEORGE
101361;NEDBANK EMOYENI MALL;NEDBANK;EMOYENI MALL, STAND 352, D1723;SOUTH AFRICA;NEDSZAJJ;NEDBANK EMOYENI MALL
101363;FCS BURGERSFORT;NEDBANK;STASIE STREET NO.1;SOUTH AFRICA;NEDSZAJJ;FCS BURGERSFORT
101329;STANGER CSC;NEDBANK;GROUND FLOOR OLD MUTUAL BUILDING;SOUTH AFRICA;NEDSZAJJ;STANGER CSC
101340;BOXER MTUBATUBA NORTH;NEDBANK;BOXER STORE, CNR ST LUCIA ROAD AND;SOUTH AFRICA;NEDSZAJJ;BOXER MTUBATUBA NORTH
101345;BOXER BLOEMFONTEIN;NEDBANK;123 CENTRAL PARK COMPLEX;SOUTH AFRICA;NEDSZAJJ;BOXER BLOEMFONTEIN
101341;RRB MTHATHA;NEDBANK;NO.35 NELSON MANDELA DRIVE;SOUTH AFRICA;NEDSZAJJ;RRB MTHATHA
101343;NEDBANK WELKOM;NEDBANK;CORNER RYK & DE KAAP STREE;SOUTH AFRICA;NEDSZAJJ;NEDBANK WELKOM
101331;NEDBANK BT NGEBS MTHATHA;NEDBANK;SHOP 82, BT NGEBS CITY;SOUTH AFRICA;NEDSZAJJ;NEDBANK BT NGEBS MTHATHA
101399;BOXER ATTERIDGEVILLE;NEDBANK;BOXER STORE ATTERIDGEVILLE;SOUTH AFRICA;NEDSZAJJ;BOXER ATTERIDGEVILLE
101327;NEWCASTLE SCOTT STREET CSC;NEDBANK;NEDBANK CENTRE SHOP 5;SOUTH AFRICA;NEDSZAJJ;NEWCASTLE SCOTT STREET CSC
101371;NEDBANK BOXER OSIZWENI;NEDBANK;STAND 8127;SOUTH AFRICA;NEDSZAJJ;NEDBANK BOXER OSIZWENI
101372;BOXER UMZINTO;NEDBANK;BOXER STORE;SOUTH AFRICA;NEDSZAJJ;BOXER UMZINTO
101333;NEDBANK UPINGTON;NEDBANK;21 SCHRODER STREET;SOUTH AFRICA;NEDSZAJJ;NEDBANK UPINGTON
101350;NEDBANK TURFLOOP;NEDBANK;SHOP F, TURFLOOP PLAZA;SOUTH AFRICA;NEDSZAJJ;NEDBANK TURFLOOP
101346;MIMOSA;NEDBANK;SHOP L21A MIMOSA MALL;SOUTH AFRICA;NEDSZAJJ;MIMOSA
101348;FCS PORTSHEPSTONE;NEDBANK;38 BERG ROAD MARBURG;SOUTH AFRICA;NEDSZAJJ;FCS PORTSHEPSTONE
101351;BOXER BURGERSFORT;NEDBANK;BOXER BURGERSFORT MAIN ROAD;SOUTH AFRICA;NEDSZAJJ;BOXER BURGERSFORT
101347;FX INTERNATIONAL TREASURY;NEDBANK;BOXER MOKOPANE, 52 NELSON MANDELA DRIVE;SOUTH AFRICA;NEDSZAJJ;FX INTERNATIONAL TREASURY
101352;SBV KLERKSDORP;NEDBANK;1 CHRIS HANI ROAD;SOUTH AFRICA;NEDSZAJJ;SBV KLERKSDORP
101353;EKURHULENI MARKET;NEDBANK;SPRINGS FRESH PRODUCE MARKET;SOUTH AFRICA;NEDSZAJJ;EKURHULENI MARKET
101349;SBV SMCR BEDFORD CENTRE;NEDBANK;115 WEST STREET BLOCK B;SOUTH AFRICA;NEDSZAJJ;SBV SMCR BEDFORD CENTRE
101328;NEDBANK CHRIS HANI SQUARE;NEDBANK;SHOP 2, CHRIS HANI SQUARE, BARA TAXI RANK ROAD;SOUTH AFRICA;NEDSZAJJ;NEDBANK CHRIS HANI SQUARE
101376;G & D MONTE CASINO;NEDBANK;NO. 1 MONTE CASINO BOULEVARD;SOUTH AFRICA;NEDSZAJJ;G & D MONTE CASINO
101374;LADYBRAND;NEDBANK;CJ  CENTRE, SHOP 2 CNR DAN PIEN;SOUTH AFRICA;NEDSZAJJ;LADYBRAND
101377;RRB LA LUCIA MALL KZN;NEDBANK;SHOP 303 LA LUCIA MALL;SOUTH AFRICA;NEDSZAJJ;RRB LA LUCIA MALL KZN
101373;BOXER GAMALAKHE;NEDBANK;BOXER STORE;SOUTH AFRICA;NEDSZAJJ;BOXER GAMALAKHE
101375;RRB CENTURY CITY;NEDBANK;SHOP 227 LOWER LEVEL ENTRANCE 2;SOUTH AFRICA;NEDSZAJJ;RRB CENTURY CITY
101330;MEYERTON;NEDBANK;SHOP 2, ALARN BUILDING, 16 LOCH STREET;SOUTH AFRICA;NEDSZAJJ;MEYERTON
101320;JABULANI MALL CSC GT;NEDBANK;SHOP NO 7 JABULANI MALL CNR KOMA &;SOUTH AFRICA;NEDSZAJJ;JABULANI MALL CSC GT
101319;NEDBANK GHANDI SQUARE;NEDBANK;GROUND FLOOR, UMOYA HOUSE;SOUTH AFRICA;NEDSZAJJ;NEDBANK GHANDI SQUARE
101318;NEDBANK BAYWEST MALL;NEDBANK;SHOP LG52, BAYWEST MALL, WALKER DRIVE EXT;SOUTH AFRICA;NEDSZAJJ;NEDBANK BAYWEST MALL
101303;RRB MALL OF THE NORTH;NEDBANK;SHOP U1 MALL OF THE NORTH;SOUTH AFRICA;NEDSZAJJ;RRB MALL OF THE NORTH
101305;BOXER SASELAMANI;NEDBANK;SASELAMANI SHOPPING COMPLEX;SOUTH AFRICA;NEDSZAJJ;BOXER SASELAMANI
101302;NEDBANK NGQELENI;NEDBANK;KING GEORGE STREET SPARCENTRE;SOUTH AFRICA;NEDSZAJJ;NEDBANK NGQELENI
101311;TEMBISA PLAZA;NEDBANK;SHOP 31 TEMBISA PLAZA;SOUTH AFRICA;NEDSZAJJ;TEMBISA PLAZA
101314;MARKS PARK CSC;NEDBANK;CNR VOORTREKKER STREET & KRUGER;SOUTH AFRICA;NEDSZAJJ;MARKS PARK CSC
101312;NEDBANK BOXER HLABISA;NEDBANK;SHOP 2 D 1907 ROAD;SOUTH AFRICA;NEDSZAJJ;NEDBANK BOXER HLABISA
101300;EMPANGENI CSC;NEDBANK;16 MAXWELL STREET;SOUTH AFRICA;NEDSZAJJ;EMPANGENI CSC
101307;ALBERTON CSC;NEDBANK;26 VOORTREKKER STREET;SOUTH AFRICA;NEDSZAJJ;ALBERTON CSC
101310;BOXER GREYTOWN;NEDBANK;135 RIVONIA ROAD;SOUTH AFRICA;NEDSZAJJ;BOXER GREYTOWN
101309;NEDBANK PARYS;NEDBANK;BUITEN STREET;SOUTH AFRICA;NEDSZAJJ;NEDBANK PARYS
101323;KOKSTAD;NEDBANK;SHOP 20, SHOPRITE CENTRE;SOUTH AFRICA;NEDSZAJJ;KOKSTAD
101326;PINETOWN;NEDBANK;SHOP 337 LEVEL3 PINE CREST CENTRE;SOUTH AFRICA;NEDSZAJJ;PINETOWN
101321;NEW GERMANY CSC;NEDBANK;SHOP 5, FRAME CENTRE, 65069 SHEPSTONE ROAD;SOUTH AFRICA;NEDSZAJJ;NEW GERMANY CSC
101325;PORT SHEPSTONE CSC;NEDBANK;37 REYNOLDS STREET;SOUTH AFRICA;NEDSZAJJ;PORT SHEPSTONE CSC
101322;BOARDWALK RICHARDS BAY;NEDBANK;SHOP U010 & U011, BOARDWALK INKWAZI;SOUTH AFRICA;NEDSZAJJ;BOARDWALK RICHARDS BAY
101324;458 SMITH STREET DURBAN CSC;NEDBANK;REGENI HOUSE, 408 WEST STREET;SOUTH AFRICA;NEDSZAJJ;458 SMITH STREET DURBAN CSC
101308;BUFFELSDOORN KLERKSDORP;NEDBANK;92 BUFFELSDOORN ROAD;SOUTH AFRICA;NEDSZAJJ;BUFFELSDOORN KLERKSDORP
101306;BOXER DIEPSLOOT;NEDBANK;BOXER DIEPSLOOT, CNR PEACH & AFRICA ROADS;SOUTH AFRICA;NEDSZAJJ;BOXER DIEPSLOOT
101409;RRB MUSGRAVE RRBRC;NEDBANK;SHOP 239 MUSGRAVE AVENUE CENTRE;SOUTH AFRICA;NEDSZAJJ;RRB MUSGRAVE RRBRC
101430;RRB PINELANDS;NEDBANK;HOWARD SHOPPING CENTRE FIRST FLOOR;SOUTH AFRICA;NEDSZAJJ;RRB PINELANDS
101471;BOXER STANDERTON;NEDBANK;BOXER STANDERTON SUPERSTORES;SOUTH AFRICA;NEDSZAJJ;BOXER STANDERTON
101428;RRB IRENE;NEDBANK;SHOP 95 IRENE MALL VILLAGE;SOUTH AFRICA;NEDSZAJJ;RRB IRENE
101441;RRB FOURWAYS MALL;NEDBANK;SHOP 31 FOURWAYS VIEW;SOUTH AFRICA;NEDSZAJJ;RRB FOURWAYS MALL
101445;RRB NORTHERN FREE STATERRC;NEDBANK;10 RYK STREET;SOUTH AFRICA;NEDSZAJJ;RRB NORTHERN FREE STATERRC
101442;RRB ARCADIA;NEDBANK;SHOP 25 NEDBANK PLAZA;SOUTH AFRICA;NEDSZAJJ;RRB ARCADIA
101440;RRB PRELLER SQUARE;NEDBANK;SHOP 27 AND 28 PRELLER SQUARE;SOUTH AFRICA;NEDSZAJJ;RRB PRELLER SQUARE
101433;RRB NORTH CAPE MALL;NEDBANK;SHOP 73 NORTH CAPE MALL;SOUTH AFRICA;NEDSZAJJ;RRB NORTH CAPE MALL
101435;RRB SMITH STREET DURBAN;NEDBANK;303 ANTON LEMBEDE STREET;SOUTH AFRICA;NEDSZAJJ;RRB SMITH STREET DURBAN
101437;RRB NELSPRUIT CROSSING;NEDBANK;SHP 65 NELSPRUIT CROSSING CNR;SOUTH AFRICA;NEDSZAJJ;RRB NELSPRUIT CROSSING
101439;RRB PRETORIA NORTH;NEDBANK;SHOP 6 GROUND FLOOR NORTHPARK SHOPPING CENTRE;SOUTH AFRICA;NEDSZAJJ;RRB PRETORIA NORTH
101436;RRB PORT SHEPSTONE;NEDBANK;SHOP 28A ORIBI PLAZA;SOUTH AFRICA;NEDSZAJJ;RRB PORT SHEPSTONE
101438;RRB RUSTENBURG;NEDBANK;RUSTENBURG SQUARE CNR BEYERS NAUDES STREET;SOUTH AFRICA;NEDSZAJJ;RRB RUSTENBURG
101434;RRB SPRINGS;NEDBANK;CNR 4TH STREET AND 5TH AVENUE;SOUTH AFRICA;NEDSZAJJ;RRB SPRINGS
101427;RRB MONTANA PRETORIA;NEDBANK;SHOP 7 & 8 FINFORUM CNR VAN DER MERWE STREET;SOUTH AFRICA;NEDSZAJJ;RRB MONTANA PRETORIA
101493;BOXER PAN AFRICA;NEDBANK;SOWETO PAN AFRICA SHOPPING CENTRE;SOUTH AFRICA;NEDSZAJJ;BOXER PAN AFRICA
101494;BOXER BARA CITY;NEDBANK;BARAKCITY BLACKCHAIN SHOPPING CENTRE CNR;SOUTH AFRICA;NEDSZAJJ;BOXER BARA CITY
101431;RRB GEORGE;NEDBANK;108 YORK STREET;SOUTH AFRICA;NEDSZAJJ;RRB GEORGE
101488;BOXER BERGVILLE;NEDBANK;TATHAM ROAD;SOUTH AFRICA;NEDSZAJJ;BOXER BERGVILLE
101491;BOARDWALK SUMMERSTRAND;NEDBANK;SHOP 7A 2ND AVENUE;SOUTH AFRICA;NEDSZAJJ;BOARDWALK SUMMERSTRAND
101490;BOXER EDENDALE;NEDBANK;MOSES MABHIDA ROAD AND MOUNT PARTRIDGE ROAD;SOUTH AFRICA;NEDSZAJJ;BOXER EDENDALE
101489;BOXER HARDING;NEDBANK;CORNER OF MURCHISON AND FIELD STREET;SOUTH AFRICA;NEDSZAJJ;BOXER HARDING
101429;RRB MIDRAND CARLSWALD;NEDBANK;SHOP 71 MIDCITY SHOPPING CENTRE;SOUTH AFRICA;NEDSZAJJ;RRB MIDRAND CARLSWALD
101459;NEDBANK THULAMAHASHE B6928;NEDBANK;SHOP 32 THULAMAHASHE MALL;SOUTH AFRICA;NEDSZAJJ;NEDBANK THULAMAHASHE B6928
101432;RRB PAARL MAIN ROAD;NEDBANK;35 MAIN ROAD;SOUTH AFRICA;NEDSZAJJ;RRB PAARL MAIN ROAD
101424;RRB BUFFELSDOORN KLERKDORP;NEDBANK;92 BUFFELSDOORN ROAD;SOUTH AFRICA;NEDSZAJJ;RRB BUFFELSDOORN KLERKDORP
101422;RRB GATEWAY UMHLANGA RIDGE;NEDBANK;SHOP F244 GATEWAY SHOPPING CENTRE;SOUTH AFRICA;NEDSZAJJ;RRB GATEWAY UMHLANGA RIDGE
101425;RRB MENLYN MAINE;NEDBANK;SHOP 103A MENLYN MAINE CENTRAL SQUARE;SOUTH AFRICA;NEDSZAJJ;RRB MENLYN MAINE
101421;BEACON BAY;NEDBANK;SHOP 10A BEACON BAY RETAIL PARK;SOUTH AFRICA;NEDSZAJJ;BEACON BAY
101426;RRB WOODLANDS;NEDBANK;SHOP 50C WOODLANDS BOULEVARD;SOUTH AFRICA;NEDSZAJJ;RRB WOODLANDS
101423;RRB KLOOF KZN;NEDBANK;SHOP 5 FIELD SHOPPING CENTRE;SOUTH AFRICA;NEDSZAJJ;RRB KLOOF KZN
101407;NEDBANK MARSHALLTOWN;NEDBANK;2 - 6 NEWSTREET;SOUTH AFRICA;NEDSZAJJ;NEDBANK MARSHALLTOWN
101410;RRB BALLITO;NEDBANK;SHOP 601 BALLITO JUNCTION;SOUTH AFRICA;NEDSZAJJ;RRB BALLITO
101400;NORTHRIDGE MALL;NEDBANK;NORTHRIDGEMALL GROUND FLOOR SHOP 25;SOUTH AFRICA;NEDSZAJJ;NORTHRIDGE MALL
101412;RRBPE GREENACRES RINGROAD;NEDBANK;SHP 126 GREENACRES SHOPPING CENTRE RING ROAD;SOUTH AFRICA;NEDSZAJJ;RRBPE GREENACRES RINGROAD
101414;RRB MAPONYA MALL;NEDBANK;SHOP 140 MAPONYA MALL;SOUTH AFRICA;NEDSZAJJ;RRB MAPONYA MALL
101411;RRB VINCENT PARK;NEDBANK;SHP 52 VINCENT PARK SHOPPING CENTRE;SOUTH AFRICA;NEDSZAJJ;RRB VINCENT PARK
101413;RRB VAAL MALL;NEDBANK;VAAL MALL SHOPPING CENTRE GROUND FLOOR;SOUTH AFRICA;NEDSZAJJ;RRB VAAL MALL
101402;BOXER MATSULU;NEDBANK;BOXER MATSULU CNR LIWOLINTJI;SOUTH AFRICA;NEDSZAJJ;BOXER MATSULU
101405;SSB DIGITAL APPLICATION;NEDBANK;135 RIVONIA ROAD;SOUTH AFRICA;NEDSZAJJ;SSB DIGITAL APPLICATION
101403;FCS LADYSMITH;NEDBANK;14 HAMILTON ROAD;SOUTH AFRICA;NEDSZAJJ;FCS LADYSMITH
101401;BOXER LANGA;NEDBANK;CNR OF WASHINGTON & THABO MBEKI STREET;SOUTH AFRICA;NEDSZAJJ;BOXER LANGA
101418;RRB EASTGATE;NEDBANK;SHOP L34 EASTGATE SHOPPING CENTRE;SOUTH AFRICA;NEDSZAJJ;RRB EASTGATE
101419;RRB GREENSTONE MALL;NEDBANK;SHO L061 GREENSTONE SHOPPING CENTRE CNR;SOUTH AFRICA;NEDSZAJJ;RRB GREENSTONE MALL
101416;RRB SANDOWN;NEDBANK;135 RIVONIA ROAD;SOUTH AFRICA;NEDSZAJJ;RRB SANDOWN
101420;RRB DURBAN NORTH KZN;NEDBANK;57 ADELAIDE TAMBO DRIVE;SOUTH AFRICA;NEDSZAJJ;RRB DURBAN NORTH KZN
101415;RRB THE MALL ROSEBANK;NEDBANK;SHOP 127 AND 129 THE MALL ROSEBANK;SOUTH AFRICA;NEDSZAJJ;RRB THE MALL ROSEBANK
101417;RRB SANDTON;NEDBANK;SHOP BC35-SANDTON CITY SHOPPING CENTRE;SOUTH AFRICA;NEDSZAJJ;RRB SANDTON
101502;BOXER JEPPE STREET;NEDBANK;CORNER OF VO BRANDIS STREET AND;SOUTH AFRICA;NEDSZAJJ;BOXER JEPPE STREET
101504;BOXER WESSELTON;NEDBANK;BOXER WESSELTON CORNER THAMBO STREET & MANDELA;SOUTH AFRICA;NEDSZAJJ;BOXER WESSELTON
101507;WORCESTER;NEDBANK;76 HIGH STREET;SOUTH AFRICA;NEDSZAJJ;WORCESTER
101506;BOXER LETHLABILE;NEDBANK;LETHLABILE MALL;SOUTH AFRICA;NEDSZAJJ;BOXER LETHLABILE
101600;BOXER CENTANI;NEDBANK;BELL ROAD;SOUTH AFRICA;NEDSZAJJ;BOXER CENTANI
101709;ST GEORGES MALL;NEDBANK;SHOP 3 SHELL HOUSE;SOUTH AFRICA;NEDSZAJJ;ST GEORGES MALL
101805;PARK STATION;NEDBANK;SHOP M18 MEZZANINE LEVEL;SOUTH AFRICA;NEDSZAJJ;PARK STATION
101910;PAARL;NEDBANK;345 MAIN ROAD;SOUTH AFRICA;NEDSZAJJ;PAARL
102005;NEDBANK PONGOLA;NEDBANK;SHOP 5 & 5A PONGOLA SHOPPING CENTRE;SOUTH AFRICA;NEDSZAJJ;NEDBANK PONGOLA
102109;NEDBANK SALT RIVER CAPE;NEDBANK;CNR ROODEBLOEM & VICTORIA ROAD;SOUTH AFRICA;NEDSZAJJ;NEDBANK SALT RIVER CAPE
102210;GREENSTONE MALL;NEDBANK;SHOP L061, GREENSTONE SHOPPING CENTRE;SOUTH AFRICA;NEDSZAJJ;GREENSTONE MALL
102305;FBC PEOPLES MICROLOANS OLD BUS;NEDBANK;4TH FLOOR 100 MAIN STREET;SOUTH AFRICA;NEDSZAJJ;FBC PEOPLES MICROLOANS OLD BUS
102405;NEEDFLEET;NEDBANK;HOOFDT STRAAT, 1ST VLOER;SOUTH AFRICA;NEDSZAJJ;NEEDFLEET
102510;PAROW;NEDBANK;SHOP 122 UPPER LEVEL, PAROW CENTRE;SOUTH AFRICA;NEDSZAJJ;PAROW
102642;BOXER KOKSTAD;NEDBANK;107 NORTH STREET;SOUTH AFRICA;NEDSZAJJ;BOXER KOKSTAD
102709;NEDBANK HIGHFLATS;NEDBANK;SITE 27, GRAISCO TRADING CO;SOUTH AFRICA;NEDSZAJJ;NEDBANK HIGHFLATS
102809;LONEHILL;NEDBANK;SHOP  LL70-71 LONEHILL SHOPPING CENTRE;SOUTH AFRICA;NEDSZAJJ;LONEHILL
102905;WELLINGTON CBD;NEDBANK;21 JAN VAN RIEBEECK STREET;SOUTH AFRICA;NEDSZAJJ;WELLINGTON CBD
103005;VOSLOORUS;NEDBANK;SHOP 11A & 11B NALEDI SHOPPING CENTRE;SOUTH AFRICA;NEDSZAJJ;VOSLOORUS
